"FL_CODE"	"FL_STATUS"	"FL_USER_STATUS"	"EQ_CODE"	"EQ_STATUS"	"EQ_USER_STATUS"
"HBBA-LN-180211"	"CRTE"	"APPR"	"400098454"	"INST"	""
"HBBA-LN-180248"	"CRTE"	"APPR"	"400085338"	"INST"	""
"HBBA-LN-18065"	"CRTE"	"APPR"	""	""	""
"HBAA-LNJB-1801-1823-L1A"	"CRTE"	"APPR"	""	""	""
"HBBA-LE-180045"	"CRTE"	"APPR"	"400085414"	"INST"	""
"HBAA-LN-1801-1825-L3-C"	"CRTE"	"APPR"	"400007102"	"INST"	""
"HBBB-LN-18016"	"CRTE"	"APPR"	"400101276"	"INST"	""
"HBBB-LN-18075"	"CRTE"	"APPR"	"400013939"	"INST"	""
"HBAZ-LE-18954"	"CRTE"	"APPR"	"400074823"	"INST"	""
"HBAZ-LN-18962"	"CRTE"	"APPR"	"400044009"	"INST"	""
"HBAB-LE-18940"	"CRTE"	"APPR"	"400144008"	"INST"	""
"HBBB-LN-18068"	"CRTE"	"RSEV"	""	""	""
"HBBA-LE-18275"	"CRTE"	"APPR"	""	""	""
"HBBA-TWS-180602"	"CRTE"	"RSEV"	""	""	""
"HBBA-LN-180252"	"CRTE"	"APPR"	"400028826"	"INST"	""
"HBAA-SO-1801-A"	"CRTE"	"APPR"	"400046506"	"INST"	""
"HBAA-SO-1801-L"	"CRTE"	"APPR"	""	""	""
"HBAA-LN-1801-1824-L2-Q"	"CRTE"	"APPR"	"400135211"	"INST"	""
"DFFB-XCV-358115"	"DLFL"	"ALTS RSEV"	""	""	""
"GE-TEL-550_4"	"CRTE"	"APPR"	"400476770"	"INST"	""
"GOFA-CPL-35665"	"CRTE"	"APPR"	"400476821"	"INST"	""
"DB-T-5914"	"CRTE"	"APPR"	"400049220"	"INST"	""
"DA-CVA-30730"	"CRTE"	"APPR"	"400060351"	"INST"	""
"GA-SSSV-1201C"	"CRTE"	"APPR"	"400002073"	"INST"	""
"RFA-N-1220-03-07"	"CRTE"	"APPR"	"400370741"	"INST"	""
"GC-PSE-05758B"	"CRTE"	"APPR"	"400473639"	"INST"	""
"DA-PIT-30791"	"CRTE"	"APPR"	"400032328"	"INST"	""
"RFA-HCV-45022"	"CRTE"	"APPR NOPM"	"400042318"	"INST"	""
"SA-XCV-29578"	"CRTE"	"APPR"	"400125197"	"INST"	""
"SA-HCV-302711"	"CRTE"	"APPR"	"400021605"	"INST"	""
"DD-PIT-45104"	"CRTE"	"APPR"	"400064248"	"INST"	""
"HBCF-DT-14220"	"CRTE"	"APPR NOPM"	"400477203"	"INST"	""
"GOFB-L-E12-6"	"CRTE"	"APPR"	"400476775"	"INST"	""
"HBDC-HCV-445255"	"CRTE"	"APPR"	""	""	""
"EAC-TW-36532"	"DLFL"	"APPR"	""	""	""
"EAE-C-3031"	"DLFL"	"APPR"	""	""	""
"EAM-HS-4"	"DLFL"	"APPR"	""	""	""
"EAJ-DPS19-28"	"DLFL"	"APPR"	""	""	""
"EAJ-DPHH-28"	"DLFL"	"APPR"	""	""	""
"EAK-P-5254"	"DLFL"	"APPR"	""	""	""
"EAG-PSL-52006"	"DLFL"	"APPR"	""	""	""
"EAK-LG-52601"	"DLFL"	"APPR"	""	""	""
"EAK-HS-52020"	"DLFL"	"APPR"	""	""	""
"EAJ-C-7033"	"DLFL"	"APPR"	""	""	""
"EAJ-TI-52516"	"DLFL"	"APPR NOPM"	""	""	""
"EAJ-TI-52513"	"DLFL"	"APPR NOPM"	""	""	""
"EAK-FE-52560"	"DLFL"	"APPR"	""	""	""
"EAK-PIT-52602"	"DLFL"	"APPR"	""	""	""
"EAC-TI-70556"	"DLFL"	"APPR"	""	""	""
"EAJ-DPH-28"	"DLFL"	"APPR"	""	""	""
"EAJ-CP-7807"	"DLFL"	"APPR"	""	""	""
"EAJ-DAHH"	"DLFL"	"APPR"	""	""	""
"EAG-PT-52006"	"DLFL"	"APPR"	""	""	""
"EAG-T-5201"	"DLFL"	"APPR"	""	""	""
"EAG-P-5203"	"DLFL"	"APPR"	""	""	""
"EAK-TE-52540"	"DLFL"	"APPR"	""	""	""
"EAG-LG-52200"	"DLFL"	"APPR"	""	""	""
"EAG-XL-52917A"	"DLFL"	"APPR"	""	""	""
"EAJ-SOV-52515"	"DLFL"	"APPR"	""	""	""
"EAK-LT-52600"	"DLFL"	"APPR"	""	""	""
"EAJ-FSL-52407"	"DLFL"	"APPR"	""	""	""
"EAK-PM-5210"	"DLFL"	"APPR"	""	""	""
"EAJ-DU-7022"	"DLFL"	"APPR"	""	""	""
"EAK-XD-52548"	"DLFL"	"APPR"	""	""	""
"EAJ-FT-52403"	"DLFL"	"APPR"	""	""	""
"EAJ-DPS24-32"	"DLFL"	"APPR"	""	""	""
"EAJ-E-5201"	"DLFL"	"APPR"	""	""	""
"EAK-FE-52550"	"DLFL"	"APPR"	""	""	""
"EAK-FE-52650"	"DLFL"	"APPR"	""	""	""
"EAC-LSL-70301"	"DLFL"	"APPR"	""	""	""
"EAJ-CCNO3-21C"	"DLFL"	"APPR"	""	""	""
"EAK-HCV-52029"	"DLFL"	"APPR"	""	""	""
"EAC-PI-70106"	"DLFL"	"APPR"	""	""	""
"EAG-PIC-52013"	"DLFL"	"APPR"	""	""	""
"EAK-XD-52648"	"DLFL"	"APPR"	""	""	""
"EAG-PI-52002"	"DLFL"	"APPR"	""	""	""
"EAK-TW-52543"	"DLFL"	"APPR"	""	""	""
"EAK-TIT-52543"	"DLFL"	"APPR"	""	""	""
"EAG-ME-5203"	"DLFL"	"APPR"	""	""	""
"EAG-ME-5201"	"DLFL"	"APPR"	""	""	""
"EAG-PI-52023"	"DLFL"	"APPR NOPM"	""	""	""
"EAK-TW-52640"	"DLFL"	"APPR"	""	""	""
"EAJ-TI-52501"	"DLFL"	"APPR NOPM"	""	""	""
"EAJ-PI-52028"	"DLFL"	"APPR NOPM"	""	""	""
"EAJ-PI-52024"	"DLFL"	"APPR NOPM"	""	""	""
"EAE-RTD12-58D"	"DLFL"	"APPR"	""	""	""
"EAE-SOL4A-72C"	"DLFL"	"APPR"	""	""	""
"EAE-HP-52"	"DLFL"	"APPR"	""	""	""
"EAE-LSL-215"	"DLFL"	"APPR"	""	""	""
"HBDC-HCV-435007"	"CRTE"	"APPR"	""	""	""
"HBDC-HCV-435009"	"CRTE"	"APPR"	""	""	""
"EAE-PI12-46"	"DLFL"	"APPR"	""	""	""
"HBDC-HCV-435032-B1"	"CRTE"	"APPR"	""	""	""
"EAE-LSH-306B"	"DLFL"	"APPR"	""	""	""
"EAE-LSL-216"	"DLFL"	"APPR"	""	""	""
"EAE-RTD9-58A"	"DLFL"	"APPR"	""	""	""
"EAE-T_C4-4"	"DLFL"	"APPR"	""	""	""
"EAE-T-3043"	"DLFL"	"APPR"	""	""	""
"EAE-T_C7-7"	"DLFL"	"APPR"	""	""	""
"HBDC-HCV-435032-B2"	"CRTE"	"APPR"	""	""	""
"HBAA-PRV-30241"	"CRTE"	"APPR"	"400093598"	"INST"	""
"HBBB-PB-300702"	"CRTE"	"APPR"	"400186723"	"INST"	""
"EAE-SSDPS-215"	"DLFL"	"APPR"	""	""	""
"EAE-SP-9A"	"DLFL"	"APPR"	""	""	""
"EAE-PI5-27A"	"DLFL"	"APPR"	""	""	""
"EAE-ME-3012"	"DLFL"	"APPR"	""	""	""
"EAE-ME-3033A"	"DLFL"	"APPR"	""	""	""
"HBAA-PRV-30141"	"CRTE"	"APPR"	"400122055"	"INST"	""
"EAE-GOV1-16"	"DLFL"	"APPR"	""	""	""
"HBDC-HCV-435002-V1"	"CRTE"	"APPR"	""	""	""
"HCAA-P-5908"	"CRTE"	"APPR"	"400356510"	"INST"	""
"HBDC-HCV-435001-V2"	"CRTE"	"APPR"	""	""	""
"HCAA-LIT-59309"	"CRTE"	"APPR"	"400045405"	"INST"	""
"HBAA-PI-30022"	"CRTE"	"APPR"	"400075686"	"INST"	""
"HBAA-PRV-30021"	"CRTE"	"APPR"	"400107106"	"INST"	""
"EAE-ME-3022"	"DLFL"	"APPR"	""	""	""
"EAE-GOV1-4"	"DLFL"	"APPR"	""	""	""
"HCAA-FP-3114"	"CRTE"	"APPR"	"400060180"	"INST"	""
"EAE-HCV-30876"	"DLFL"	"APPR"	""	""	""
"SA-L-110"	"CRTE"	"APPR"	"500000285"	"INST"	""
"SA-L-109"	"CRTE"	"APPR"	"400379119"	"INST"	""
"EAE-HCV-30629B-D"	"DLFL"	"APPR"	""	""	""
"EAE-HCV-30855-D"	"DLFL"	"APPR"	""	""	""
"EAE-T_C10-10"	"DLFL"	"APPR"	""	""	""
"HBDC-HCV-435015"	"CRTE"	"APPR"	""	""	""
"HCAA-PBS-5906"	"CRTE"	"APPR"	"400093904"	"INST"	""
"EAE-LG-305A"	"DLFL"	"APPR"	""	""	""
"HBAA-PI-30131"	"CRTE"	"APPR"	""	""	""
"HBAA-PI-59113"	"CRTE"	"APPR"	"400052349"	"INST"	""
"EAE-PDIT-30753"	"DLFL"	"APPR"	""	""	""
"HBDC-ZSO-445304"	"CRTE"	"APPR"	"400024953"	"INST"	""
"EAE-ZSO-77815"	"DLFL"	"APPR"	""	""	""
"EAE-ZSO-77814"	"DLFL"	"APPR"	""	""	""
"EAK-FIT-77815"	"DLFL"	"APPR"	""	""	""
"EAK-C-7780"	"DLFL"	"APPR"	""	""	""
"EAE-PSE-77830"	"DLFL"	"APPR"	""	""	""
"HBDC-TE-435216"	"CRTE"	"RSEV"	""	""	""
"GOBZ-RO-01205"	"CRTE"	"APPR NOPM"	"400164482"	"INST"	""
"DFFA-HCV-570188"	"CRTE"	"RSEV"	""	""	""
"EAM-PI-70043"	"DLFL"	"APPR"	""	""	""
"DFFA-HCV-570189"	"CRTE"	"RSEV"	""	""	""
"TSB-PCD-1267"	"CRTE"	"APPR"	"400358269"	"INST"	""
"EAM-ZS-70637"	"DLFL"	"APPR"	""	""	""
"EAM-ZL-70649A"	"DLFL"	"APPR"	""	""	""
"HBAA-PRV-30071"	"CRTE"	"APPR"	"400083775"	"INST"	""
"GC-HCV-150017"	"CRTE"	"RSEV"	""	""	""
"HBAA-PT-30221"	"CRTE"	"APPR"	"400166841"	"INST"	""
"HBAA-PI-29051"	"CRTE"	"APPR"	"400094601"	"INST"	""
"GC-HCV-020169"	"CRTE"	"RSEV"	""	""	""
"GA-PI-12640"	"CRTE"	"APPR"	"400032859"	"INST"	""
"HCAA-FP-5932"	"CRTE"	"APPR"	"400047058"	"INST"	""
"GA-AB-12501"	"CRTE"	"APPR"	"400094058"	"INST"	""
"EAJ-ZSO-01202"	"DLFL"	"APPR"	""	""	""
"HWBA-FCV-120011"	"CRTE"	"APPR"	"400380679"	"INST"	""
"HBAA-PI-30302"	"CRTE"	"APPR"	"400069568"	"INST"	""
"HWAA-MX-6101"	"DLFL"	"APPR"	""	""	""
"GOFB-HCV-53029-D"	"CRTE"	"APPR NOPM"	""	""	""
"HBAA-PRV-30051"	"CRTE"	"APPR"	"400161950"	"INST"	""
"HBDC-HCV-435102-D"	"CRTE"	"APPR"	"400140168"	"INST"	""
"HBDB-SOV-435301A"	"CRTE"	"APPR"	"400132805"	"INST"	""
"EAE-PB-77909"	"DLFL"	"APPR"	""	""	""
"HBAA-PI-30062"	"CRTE"	"APPR"	"400185978"	"INST"	""
"HBDC-FE-445205"	"CRTE"	"APPR"	"400089142"	"INST"	""
"DFFB-CIP-356118"	"CRTE"	"APPR"	"400474553"	"INST"	""
"DFFB-A-35148"	"CRTE"	"RSEV"	""	""	""
"EFA-PIT-52722"	"DLFL"	"APPR"	""	""	""
"EC-PI-46020"	"DLFL"	"APPR NOPM"	""	""	""
"EB-XT-30008"	"DLFL"	"APPR"	""	""	""
"EFA-PIT-18708"	"DLFL"	"APPR"	""	""	""
"DFFB-TE-358045"	"CRTE"	"APPR"	"400474618"	"INST"	""
"EFA-HCV-52680"	"DLFL"	"APPR"	""	""	""
"DFFB-HCV-358090"	"CRTE"	"APPR"	"400474639"	"INST"	""
"EFA-FO-18438"	"DLFL"	"APPR"	""	""	""
"SKCA-LT-17026"	"CRTE"	"APPR"	"400110628"	"INST"	""
"WAB-LI-70300"	"DLFL"	"APPR"	""	""	""
"WAB-XE-9003"	"DLFL"	"APPR"	""	""	""
"SKCA-PB-17145"	"CRTE"	"APPR"	"400062626"	"INST"	""
"EFA-HCV-52010"	"DLFL"	"APPR"	""	""	""
"EB-A-3076"	"DLFL"	"APPR"	""	""	""
"EFA-XCV-52711"	"DLFL"	"APPR"	""	""	""
"EAK-ZSC-93841"	"DLFL"	"APPR"	""	""	""
"SKCA-LY-17102"	"CRTE"	"APPR"	"400119837"	"INST"	""
"EAK-PIT-42308"	"DLFL"	"APPR"	""	""	""
"EFA-PY-52713"	"DLFL"	"APPR"	""	""	""
"EAK-TE-30112A"	"DLFL"	"APPR"	""	""	""
"EFA-FO-18459"	"DLFL"	"APPR"	""	""	""
"EAK-TW-30020"	"DLFL"	"APPR"	""	""	""
"EFA-HCV-52684"	"DLFL"	"APPR"	""	""	""
"EAE-HCV-77959"	"DLFL"	"APPR NOPM"	""	""	""
"EAE-HCV-77957"	"DLFL"	"APPR NOPM"	""	""	""
"EAE-HCV-77962"	"DLFL"	"APPR NOPM"	""	""	""
"EAE-HCV-77814-B1"	"DLFL"	"APPR NOPM"	""	""	""
"EAE-HCV-77814-B2"	"DLFL"	"APPR NOPM"	""	""	""
"EAE-HCV-77851A-V"	"DLFL"	"APPR NOPM"	""	""	""
"EAE-HCV-77813-I"	"DLFL"	"APPR"	""	""	""
"EAE-HCV-77830-I"	"DLFL"	"APPR"	""	""	""
"EAK-F-7710"	"DLFL"	"APPR NOPM"	""	""	""
"EAK-C-7710"	"DLFL"	"APPR"	""	""	""
"EAH-HS-77185A"	"DLFL"	"APPR"	""	""	""
"EAH-XSL-77186C"	"DLFL"	"APPR"	""	""	""
"EAK-FO-77500"	"DLFL"	"APPR"	""	""	""
"EAH-XSL-77185C"	"DLFL"	"APPR"	""	""	""
"EAF-PDI-67025"	"DLFL"	"APPR"	""	""	""
"EAF-ZL-67628B"	"DLFL"	"APPR"	""	""	""
"EAG-PI-27011"	"DLFL"	"APPR"	""	""	""
"EAK-FG-42105"	"DLFL"	"APPR"	""	""	""
"EAK-B-7710"	"DLFL"	"APPR"	""	""	""
"EAF-ZL-67629A"	"DLFL"	"APPR"	""	""	""
"EAK-BM-7741"	"DLFL"	"APPR"	""	""	""
"GC-G802-TC-382B"	"CRTE"	"APPR"	"400134366"	"INST"	""
"GC-E-1608B"	"CRTE"	"APPR"	"400175875"	"INST"	""
"GC-G803-SOV-347"	"CRTE"	"APPR"	"400033719"	"INST"	""
"GC-CPL-804"	"CRTE"	"APPR"	"400365535"	"INST"	""
"GC-PI-0400"	"CRTE"	"APPR"	"400138344"	"INST"	""
"HBDB-TI-345601"	"CRTE"	"APPR NOPM"	"400112529"	"INST"	""
"GC-G803-JB4-18"	"CRTE"	"APPR"	"400188344"	"INST"	""
"GC-A-851"	"CRTE"	"APPR"	"400456939"	"INST"	""
"GC-XCV-0403"	"CRTE"	"APPR"	"400103697"	"INST"	""
"GC-ZSO-0404"	"CRTE"	"APPR"	"400089335"	"INST"	""
"GC-PI-0401"	"CRTE"	"APPR"	"400133298"	"INST"	""
"GC-G805-JB4-27"	"CRTE"	"APPR"	"400131875"	"INST"	""
"GC-G805-JB4-49_A"	"CRTE"	"APPR"	"400054047"	"INST"	""
"GC-G801-LSL-388"	"CRTE"	"APPR"	"400003517"	"INST"	""
"GC-PI-0405"	"CRTE"	"APPR"	"400135306"	"INST"	""
"GC-G805-JB4-64"	"CRTE"	"APPR"	"400003996"	"INST"	""
"DMA-HS-01005"	"CRTE"	"APPR"	"400075530"	"INST"	""
"GC-G805-PSH-324"	"CRTE"	"APPR"	"400058403"	"INST"	""
"GC-G805-JB4-80"	"CRTE"	"APPR"	"400158200"	"INST"	""
"GC-G803-R370C"	"CRTE"	"APPR"	"400133112"	"INST"	""
"GEB-PI-57010"	"CRTE"	"APPR"	"400162720"	"INST"	""
"GEB-SOV-57005"	"CRTE"	"APPR"	"400125756"	"INST"	""
"GC-G805-JB4-25"	"CRTE"	"APPR"	"400117231"	"INST"	""
"GC-G805-JB4-22B"	"CRTE"	"APPR"	"400092670"	"INST"	""
"GC-G805-LSL-388_1"	"CRTE"	"APPR"	"400002707"	"INST"	""
"GC-SOV-04030"	"CRTE"	"APPR"	"400074618"	"INST"	""
"GC-SOV-04050"	"CRTE"	"APPR"	"400161186"	"INST"	""
"GOFC-TI-16060K"	"CRTE"	"RSEV"	""	""	""
"EAK-ZSO-839143"	"DLFL"	"APPR"	""	""	""
"EAK-ZSO-839142"	"DLFL"	"APPR"	""	""	""
"EAF-XY-27702RS"	"DLFL"	"APPR"	""	""	""
"EAF-PB-2711A"	"DLFL"	"APPR"	""	""	""
"EAB-LC-25200"	"DLFL"	"APPR"	""	""	""
"EAA-PIC-27057"	"DLFL"	"APPR"	""	""	""
"EAB-LSH-26200"	"DLFL"	"APPR"	""	""	""
"EAK-ZSO-50065"	"DLFL"	"APPR"	""	""	""
"EAF-PDIT-27044"	"DLFL"	"APPR"	""	""	""
"EAF-ME-6712"	"DLFL"	"APPR"	""	""	""
"EAC-E-3609"	"DLFL"	"APPR"	""	""	""
"EAE-HCV-30031"	"DLFL"	"APPR"	""	""	""
"GC-FO-09643"	"CRTE"	"RSEV"	""	""	""
"EAF-ME-2742"	"DLFL"	"APPR"	""	""	""
"EAK-ZS-83150"	"DLFL"	"APPR"	""	""	""
"EAK-ZSC-93811"	"DLFL"	"APPR"	""	""	""
"EAB-TW-26510"	"DLFL"	"APPR"	""	""	""
"GC-HCV-09121"	"CRTE"	"APPR"	"400069140"	"INST"	""
"EAK-ZS-83134"	"DLFL"	"APPR"	""	""	""
"GC-LT-5001"	"CRTE"	"APPR"	"400465970"	"INST"	""
"EAK-ZS-83135"	"DLFL"	"APPR"	""	""	""
"GC-HCV-09120"	"CRTE"	"APPR"	"400121094"	"INST"	""
"EAC-TI-44269"	"DLFL"	"APPR"	""	""	""
"EAK-XT-777585"	"DLFL"	"APPR"	""	""	""
"EAK-ZT-771415B"	"DLFL"	"RSEV"	""	""	""
"EAK-ZSO-778103"	"DLFL"	"APPR"	""	""	""
"EAK-ZSO-778105"	"DLFL"	"APPR"	""	""	""
"EAK-ZSO-778106"	"DLFL"	"APPR"	""	""	""
"EAK-XT-777828"	"DLFL"	"APPR"	""	""	""
"EAK-XT-777853"	"DLFL"	"APPR"	""	""	""
"EAK-XT-777598"	"DLFL"	"APPR"	""	""	""
"EAK-ZE-777829"	"DLFL"	"APPR"	""	""	""
"EAK-ZT-777829"	"DLFL"	"APPR"	""	""	""
"EAK-XT-777823"	"DLFL"	"APPR"	""	""	""
"EAK-XT-777854"	"DLFL"	"APPR"	""	""	""
"EAK-ZT-777835"	"DLFL"	"APPR"	""	""	""
"EAK-XT-777855"	"DLFL"	"APPR"	""	""	""
"GOFC-PT-16020"	"CRTE"	"APPR"	"400008005"	"INST"	""
"HBBA-HCV-501311"	"DLFL"	"RSEV"	""	""	""
"HBBA-HCV-501411"	"DLFL"	"RSEV"	""	""	""
"HBBA-HCV-501211"	"DLFL"	"RSEV"	""	""	""
"GOFC-TE-16040D"	"CRTE"	"APPR"	"400054131"	"INST"	""
"GOFC-PM-1621"	"CRTE"	"APPR"	"400049303"	"INST"	""
"GOFC-SOV-16026B"	"CRTE"	"APPR"	"400093815"	"INST"	""
"GOFC-PS-16019"	"CRTE"	"APPR"	"400073657"	"INST"	""
"HBAA-PIT-394122"	"CRTE"	"APPR"	"400380194"	"INST"	""
"GC-SOV-04040"	"CRTE"	"APPR"	"400020018"	"INST"	""
"GOFC-BM-1632"	"CRTE"	"APPR"	"400067138"	"INST"	""
"GC-G805-JB4-24"	"CRTE"	"APPR"	"400132017"	"INST"	""
"HBBA-HCV-501511"	"DLFL"	"RSEV"	""	""	""
"HBBA-HCV-301214-I"	"DLFL"	"RSEV"	""	""	""
"DFCM-HE-3513"	"CRTE"	"APPR"	"400107015"	"INST"	""
"DFEZ-XT-35815"	"CRTE"	"APPR"	"400108125"	"INST"	""
"DFEY-AIT-35627"	"CRTE"	"APPR"	"400093807"	"INST"	""
"DFEZ-PT-35497"	"CRTE"	"APPR"	"400122677"	"INST"	""
"HDAD-XE-14115"	"CRTE"	"APPR"	""	""	""
"DFFA-FT-3541"	"CRTE"	"RSEV"	""	""	""
"DFFA-FE-354283"	"CRTE"	"RSEV"	""	""	""
"DFCI-SOV-3560"	"CRTE"	"APPR"	""	""	""
"GC-JB-070114"	"CRTE"	"APPR"	""	""	""
"DFEZ-PDI-35833"	"CRTE"	"APPR"	"400149650"	"INST"	""
"DFEZ-TE-35779"	"CRTE"	"APPR"	"400172123"	"INST"	""
"DFFA-FE-355710"	"CRTE"	"RSEV"	""	""	""
"DFEZ-CIP-35055"	"CRTE"	"RSEV"	""	""	""
"DFEZ-XE-35843"	"CRTE"	"APPR"	"400160375"	"INST"	""
"DFEY-FT-35530"	"CRTE"	"APPR"	"400351536"	"INST"	""
"HDBE-XE-18117"	"CRTE"	"APPR"	""	""	""
"DFEZ-PM-3574"	"CRTE"	"APPR"	"400023866"	"INST"	""
"HDAE-XE-18118"	"CRTE"	"APPR"	""	""	""
"DFFA-FT-350207B"	"CRTE"	"APPR"	""	""	""
"DFBA-ZSC-35911B"	"CRTE"	"APPR"	"400010635"	"INST"	""
"GEA-JBP-75451"	"CRTE"	"APPR"	""	""	""
"DFEZ-XT-35799"	"CRTE"	"APPR"	"400094555"	"INST"	""
"DFEZ-ZT-35873"	"CRTE"	"APPR"	"400030480"	"INST"	""
"DFEZ-P-3582"	"CRTE"	"APPR"	"400083258"	"INST"	""
"DFEZ-TE-35782A"	"CRTE"	"APPR"	"400117441"	"INST"	""
"DFBA-ZSC-35912"	"CRTE"	"APPR"	"400171356"	"INST"	""
"HDBE-XE-14116"	"CRTE"	"APPR"	""	""	""
"DFEZ-SOV-35856"	"CRTE"	"APPR"	"400137944"	"INST"	""
"HBDC-N-1851-K01-04"	"CRTE"	"APPR"	"400365345"	"INST"	""
"DFBA-ZSC-35911F"	"CRTE"	"APPR"	"400123795"	"INST"	""
"DFEZ-PI-35849"	"CRTE"	"APPR"	"400117871"	"INST"	""
"DFEZ-PSL-35746"	"CRTE"	"APPR"	"400052620"	"INST"	""
"HBCA-N-1801-A02-4"	"CRTE"	"APPR"	"400365991"	"INST"	""
"GC-PI-1115"	"CRTE"	"APPR"	"400473626"	"INST"	""
"EAK-PSH-77126"	"DLFL"	"APPR"	""	""	""
"EAK-PDSH-77434"	"DLFL"	"APPR"	""	""	""
"HBBB-LE-18116"	"CRTE"	"APPR"	"400098487"	"INST"	""
"WBY-LB-7120-L1-W2-L09"	"DLFL"	"APPR"	""	""	""
"EAK-ZT-52548"	"DLFL"	"APPR"	""	""	""
"EAK-PI-52603"	"DLFL"	"APPR NOPM"	""	""	""
"EAJ-TIC-52515"	"DLFL"	"APPR"	""	""	""
"EAJ-TSH-52502"	"DLFL"	"APPR"	""	""	""
"EAJ-TI-52528"	"DLFL"	"APPR"	""	""	""
"EAK-PI-52558"	"DLFL"	"APPR NOPM"	""	""	""
"EAK-TE-52643"	"DLFL"	"APPR"	""	""	""
"EAJ-FE-52403"	"DLFL"	"APPR"	""	""	""
"EAK-PIT-52030"	"DLFL"	"APPR"	""	""	""
"EAF-FSLL-52404"	"DLFL"	"APPR"	""	""	""
"EAJ-C-7042"	"DLFL"	"APPR"	""	""	""
"EAJ-TSHH-52535"	"DLFL"	"APPR"	""	""	""
"EAG-PSH-52006"	"DLFL"	"APPR"	""	""	""
"HDBC-LNJB-1801-0012-L3A"	"CRTE"	"APPR"	"400156528"	"INST"	""
"DFGA-CP-3502"	"DLFL"	"ALTS APPR"	""	""	""
"HDBG-JBF-01018"	"CRTE"	"APPR"	"400094844"	"INST"	""
"HDBD-JB-122103"	"CRTE"	"APPR"	""	""	""
"HDBF-LNJB-1802-0001-L1-A"	"CRTE"	"APPR"	""	""	""
"HDBC-LEJB-1831-0007-L1-B"	"CRTE"	"APPR"	"400002588"	"INST"	""
"HDBE-LNJB-1803-0007-L1-A"	"CRTE"	"APPR"	"400129940"	"INST"	""
"HDBE-SOJB-1924-0002-L2-A"	"CRTE"	"APPR"	"400072807"	"INST"	""
"HDBE-LEJB-1833-0003-L3-A"	"CRTE"	"APPR"	"400051480"	"INST"	""
"HDBF-LNJB-1804-0003-L3-C"	"CRTE"	"APPR"	"400030778"	"INST"	""
"HDBF-LNJB-1804-0006-L3-C"	"CRTE"	"APPR"	"400003024"	"INST"	""
"HDBG-SOJB-1805-0022-L1-A"	"CRTE"	"APPR"	"400045926"	"INST"	""
"HDBG-SOJB-1805-0015-L3-A"	"CRTE"	"APPR"	"400189035"	"INST"	""
"HDBJ-SOJB-1806-0002-L2-A"	"CRTE"	"APPR"	"400187326"	"INST"	""
"HDBJ-LNJB-1806-0017-L2-B"	"CRTE"	"APPR"	"400129062"	"INST"	""
"HDBJ-LNJB-1806-0003-L3-A"	"CRTE"	"APPR"	"400032479"	"INST"	""
"HDBJ-LNJB-1806-0009-L3-B"	"CRTE"	"APPR"	"400135143"	"INST"	""
"HDBJ-LNJB-1806-0014-L2-B"	"CRTE"	"APPR"	"400097356"	"INST"	""
"HDBJ-SOJB-1806-0011-L2-A"	"CRTE"	"APPR"	"400051120"	"INST"	""
"HDBG-HTJB-1850-2001-L1-D"	"CRTE"	"APPR"	"400056874"	"INST"	""
"EAJ-P-7022"	"DLFL"	"APPR"	""	""	""
"EAJ-PI4-8"	"DLFL"	"APPR"	""	""	""
"EAJ-SOL5-54"	"DLFL"	"APPR"	""	""	""
"EAJ-DU-7041"	"DLFL"	"APPR"	""	""	""
"EAJ-G-7004"	"DLFL"	"APPR"	""	""	""
"EAJ-E-7033"	"DLFL"	"APPR"	""	""	""
"EAJ-X-7011"	"DLFL"	"APPR"	""	""	""
"EAJ-LSH-70005"	"DLFL"	"APPR"	""	""	""
"EAJ-PDIT-70202"	"DLFL"	"APPR"	""	""	""
"HBDB-HCV-435121"	"CRTE"	"APPR"	""	""	""
"EAJ-T-7021"	"DLFL"	"APPR"	""	""	""
"HBDB-HCV-435127"	"CRTE"	"APPR"	""	""	""
"EAJ-TM2-51"	"DLFL"	"APPR"	""	""	""
"EAJ-TM1-9"	"DLFL"	"APPR"	""	""	""
"HBDC-HCV-435257"	"CRTE"	"APPR"	""	""	""
"EAJ-TM2-52"	"DLFL"	"APPR"	""	""	""
"EAJ-SOV-01101"	"DLFL"	"APPR"	""	""	""
"EAJ-P-7041"	"DLFL"	"APPR"	""	""	""
"EAJ-P-7032"	"DLFL"	"APPR"	""	""	""
"EAJ-PDT-70051"	"DLFL"	"RSEV"	""	""	""
"HBDC-HCV-435260"	"CRTE"	"APPR"	""	""	""
"HBDC-HCV-435202-V1"	"CRTE"	"APPR"	""	""	""
"HBDC-HCV-435261"	"CRTE"	"APPR"	""	""	""
"EAJ-FT-7042"	"DLFL"	"APPR"	""	""	""
"HBDC-HCV-445114"	"CRTE"	"APPR"	""	""	""
"HBDC-HCV-435310"	"CRTE"	"APPR"	""	""	""
"HBDC-HCV-435309"	"CRTE"	"APPR"	""	""	""
"EAJ-SP2-23"	"DLFL"	"APPR"	""	""	""
"HBDC-HCV-435311"	"CRTE"	"APPR"	""	""	""
"EAJ-FD6-37"	"DLFL"	"APPR"	""	""	""
"HBDC-HCV-445338"	"CRTE"	"APPR"	""	""	""
"WEA-FID-64465"	"DLFL"	"APPR"	""	""	""
"HBAA-JB-30186"	"CRTE"	"APPR"	""	""	""
"HBAA-FDJB-3011"	"CRTE"	"APPR"	""	""	""
