"entity name","entity CFIHOS unique id","attribute name","entity attribute name","attribute CFIHOS unique id","entity attribute definition","note / comment","identifier / mandatory / optional","constraint must be present in","change request number","status","created date","modified date","terminated date"
"document master","CFIHOS-00000022","forecast approved for design date",,"CFIHOS-10000069","The latest forecast date at which the document is expected to be issued approved for design","The first issuance of the Document_Master will be the baseline plan.","Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document master","CFIHOS-00000022","forecast as built date",,"CFIHOS-10000073","The latest forecast date at which the document is expected to be issued as-built","The first issuance of the Document_Master will be the baseline plan.","Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document master","CFIHOS-00000022","forecast review date",,"CFIHOS-10000065","The latest forecast date at which the document is expected to be issued for review","The first issuance of the Document_Master will be the baseline plan.","Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document representation type","CFIHOS-00000057","documentation representation type code",,"CFIHOS-10000112","A code that uniquely identifies the document representation type",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document representation type","CFIHOS-00000057","documentation representation type description",,"CFIHOS-10000213","A description of what the document representation type is or represents",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document retention period","CFIHOS-00000059","document retention period code",,"CFIHOS-10000217","A code that uniquely identifies the period during which documents of a given type and related to a given discipline must be retained",,"Identifier",,"FR3","TERMINATED","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z"
"document retention period","CFIHOS-00000059","document retention period description",,"CFIHOS-10000218","A description of what the document retention period represents",,"Mandatory",,"FR3","TERMINATED","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z"
"document review type","CFIHOS-00000060","document review type code",,"CFIHOS-10000064","A code that uniquely identifies a document review type",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document review type","CFIHOS-00000060","document review type description",,"CFIHOS-10000216","A description of what the document review type represents",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","ISO language code",,"CFIHOS-10000147","The primary language that the document revision is written in",,"Optional","ISO language","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","actual approval date",,"CFIHOS-10000068","The date at which the document revision has been issued for approval",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","actual approved for construction date",,"CFIHOS-10000072","The date at which the document revision has been issued approved for construction",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","actual approved for design date",,"CFIHOS-10000070","The date at which the document revision has been issued approved for design",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","actual as built date",,"CFIHOS-10000074","The date at which the document revision has been issued as-built",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","actual review date",,"CFIHOS-10000066","The date on which the document revision  was actually reviewed",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","document number",,"CFIHOS-10000154","The document master to which this revision is related",,"Identifier","document master","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","document revision approver",,"CFIHOS-10000079","The name (or the User ID) of the person who has approved the document revision",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","document revision author",,"CFIHOS-10000078","The name of the person who created the document revision","This should be an individual name, not a role, i.e. Initials and last name, not just initials","Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","document revision code",,"CFIHOS-10000162","A code used to identify the content of a document at a certain point in time","It is used to track the evolution of a document during its lifecycle and is applied at time of release from Originator to reflect the document is frozen.","Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","document revision comment",,"CFIHOS-10000085","Any additional comment / explanation for a document revision",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","document revision date",,"CFIHOS-10000076","The date the document was revised",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","document revision file name",,"CFIHOS-10000080","The name of the electronic file (including the file extension) with the full path","The file name shall consist of the document number, Document revision and a sequence number followed by the file extension. When this attribute is populated the attribute physical storage location shall be left empty.","Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","document revision physical storage location",,"CFIHOS-10000093","The location of a media when not stored as an electronic file",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","document revision recipient",,"CFIHOS-10000091","The full name of the recipient of the document. revision",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","document status code",,"CFIHOS-10000083","The status of the document revision","A document is classified by a single state, which changes as the document advances through this lifecycle.","Mandatory","document status","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","export control classification code","export control classification","CFIHOS-10000086","The Export Control Rule that is applicable for the document revision (e.g., ECCN, EAR)",,"Optional","export control classification","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","originator company",,"CFIHOS-10000077","The name of the company who has generated the document revision",,"Mandatory","company","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","originator document number",,"CFIHOS-10000160","The unique identifier for the Document according to the originator document numbering scheme","One potential use is to allow Owner/Operator to identify duplicate documents provided by multiple subcontractors but from the same OEM.","Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","originator document revision code",,"CFIHOS-10000081","A code used to identify the content of a document at a certain point in time according to the  originator which doesn't necessarily conform to the Owner/Operator's document revision coding scheme","One potential use is to allow Owner/Operator to identify duplicate documents provided by multiple subcontractors but from the same OEM.","Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","originator file name",,"CFIHOS-10000082","The name of the file as provided by the manufacturer","Remark: One potential use is to allow Owner/Operator to identify duplicate documents provided by multiple subcontractors but from the same OEM. This document shall not contain any project specific cover page, but only the manufacturer cover page.","Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","plant code",,"CFIHOS-10000005","The plant that the document revision is related to",,"Mandatory","plant","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","project code",,"CFIHOS-10000161","The code that identifies the project the document revision refers to",,"Optional","transmittal","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","project stage code","project stage","CFIHOS-10000096","The project stage in which the document revision is created or modified",,"Optional","project stage","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","regulatory required indicator",,"CFIHOS-10000195","An indication whether this document is to be developed to meet regulatory compliance requirements",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","storage media code","storage media","CFIHOS-10000094","An Indication of the media type used for storing the content. of the document revision",,"Optional","storage media","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision","CFIHOS-00000035","transmittal number",,"CFIHOS-10000087","The transmittal through which this document revision was communicated",,"Optional","transmittal","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision cross reference","CFIHOS-00000086","document number",,"CFIHOS-10000154","The unique identifier for the Document according to the Owner/Operator Document numbering scheme",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision cross reference","CFIHOS-00000086","document revision code",,"CFIHOS-10000162","A code used to identify the content of a document at a certain point in time",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision cross reference","CFIHOS-00000086","referenced document number",,"CFIHOS-10000253","The unique identifier for the document according to the Owner/Operator document numbering scheme",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision cross reference","CFIHOS-00000086","referenced document revision code",,"CFIHOS-10000254","A code used to identify the content of a document at a certain point in time",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision equipment reference","CFIHOS-00000083","document number",,"CFIHOS-10000154","A document master that refers to an equipment",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision equipment reference","CFIHOS-00000083","document revision code",,"CFIHOS-10000162","A document revision that refers to an equipment",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision equipment reference","CFIHOS-00000083","equipment code",,"CFIHOS-10000031","An equipment that is referred to in a document revision",,"Identifier","equipment","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision model part reference","CFIHOS-00000084","document number",,"CFIHOS-10000154","A document master that refers to a model / part",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision model part reference","CFIHOS-00000084","document revision code",,"CFIHOS-10000162","A document revision that refers to a model / part",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision model part reference","CFIHOS-00000084","manufacturer company name",,"CFIHOS-10000158","A manufacturer company name that is referred to in a document revision",,"Identifier","model part","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision model part reference","CFIHOS-00000084","model part name",,"CFIHOS-10000159","A model / part that is referred to in a document revision",,"Identifier","model part","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision plant area reference","CFIHOS-00000081","area code",,"CFIHOS-10000001","An area that is referred to in a document revision",,"Identifier","area","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision plant area reference","CFIHOS-00000081","document number",,"CFIHOS-10000154","A document master that refers to an area",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision plant area reference","CFIHOS-00000081","document revision code",,"CFIHOS-10000162","A document revision that refers to an area",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision plant area reference","CFIHOS-00000081","plant code",,"CFIHOS-10000005","A plant that is referred to in a document revision",,"Identifier","area","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision plant reference","CFIHOS-00000079","document number",,"CFIHOS-10000154","A document master that refers to a plant",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision plant reference","CFIHOS-00000079","document revision code",,"CFIHOS-10000162","A document revision that refers to a plant",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision plant reference","CFIHOS-00000079","plant code",,"CFIHOS-10000005","A plant that is referred to by a document revision",,"Identifier","plant","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision process unit reference","CFIHOS-00000080","document number",,"CFIHOS-10000154","A document master that refers to a process unit",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision process unit reference","CFIHOS-00000080","document revision code",,"CFIHOS-10000162","A document revision that refers to a process unit",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision process unit reference","CFIHOS-00000080","plant code",,"CFIHOS-10000005","A plant that is referred to by a document revision",,"Identifier","process unit","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision process unit reference","CFIHOS-00000080","process unit code",,"CFIHOS-10000157","A process unit that is referred to by a document revision",,"Identifier","process unit","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision project reference","CFIHOS-00000087","document number",,"CFIHOS-10000154","A document master that refers to a project",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision project reference","CFIHOS-00000087","document revision code",,"CFIHOS-10000162","A document revision that refers to a project",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision project reference","CFIHOS-00000087","project code",,"CFIHOS-10000161","A project that a document revision refers to",,"Identifier","project","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision purchase order reference","CFIHOS-00000085","document number",,"CFIHOS-10000154","A document master that refers to a purchase order",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision purchase order reference","CFIHOS-00000085","document revision code",,"CFIHOS-10000162","A document revision that refers to a purchase order",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision purchase order reference","CFIHOS-00000085","purchase order issuer company name",,"CFIHOS-10000180","The name of the company issuing the purchase order that is referred to in a document revision",,"Identifier","purchase order","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision purchase order reference","CFIHOS-00000085","purchase order number",,"CFIHOS-10000128","A purchase order that is referred to in a document revision",,"Identifier","purchase order","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision site reference","CFIHOS-00000078","document number",,"CFIHOS-10000154","A document master that refers to a site",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision site reference","CFIHOS-00000078","document revision code",,"CFIHOS-10000162","A document revision that refers to a site",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision site reference","CFIHOS-00000078","site code",,"CFIHOS-10000003","A site that is referred to in a document revision",,"Identifier","site","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision tag reference","CFIHOS-00000082","document number",,"CFIHOS-10000154","A document master that refers to a tag",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision tag reference","CFIHOS-00000082","document revision code",,"CFIHOS-10000162","A document revision that refers to a tag",,"Identifier","document revision","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision tag reference","CFIHOS-00000082","plant code",,"CFIHOS-10000005","A plant that is referred to in a document revision",,"Identifier","tag","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document revision tag reference","CFIHOS-00000082","tag name",,"CFIHOS-10000166","A tag that is referred to in a document revision",,"Identifier","tag","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document status","CFIHOS-00000043","document status code",,"CFIHOS-10000083","A code that uniquely identifies the status of document revisions",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document status","CFIHOS-00000043","document status description",,"CFIHOS-10000196","The description of what the document status represents",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document type","CFIHOS-00000032","CFIHOS unique code",,"CFIHOS-10000146","A unique identifier, assigned in the CFIHOS Reference Data Library (RDL) to the document type",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document type","CFIHOS-00000032","document type classification code","document type classification","CFIHOS-10000210","The classification to which the document type belongs",,"Mandatory","document type classification","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document type","CFIHOS-00000032","document type description",,"CFIHOS-10000209","The full description of what the document type covers",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document type","CFIHOS-00000032","document type name",,"CFIHOS-10000148","The name by which the document type is designated",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document type","CFIHOS-00000032","document type short code",,"CFIHOS-10000100","A code that uniquely identifies a document type",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document type classification","CFIHOS-00000054","document type classification code",,"CFIHOS-10000210","A code that uniquely identifies a document type classification",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"document type classification","CFIHOS-00000054","document type classification description",,"CFIHOS-10000211","A description of what the document type classification represents",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"engineering status","CFIHOS-00000040","engineering status code",,"CFIHOS-10000189","A code that uniquely identifies an engineering phase or status",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"engineering status","CFIHOS-00000040","engineering status description",,"CFIHOS-10000190","The description of what the engineering status or phase represents",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment","CFIHOS-00000012","ISO currency code",,"CFIHOS-10000193","The currency in which the price of the equipment is labelled.",,"Optional","ISO currency","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment","CFIHOS-00000012","equipment actual installation date",,"CFIHOS-10000169","The date at which the equipment was actually installed",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment","CFIHOS-00000012","equipment actual purchase date",,"CFIHOS-10000032","The date at which the equipment was actually purchased",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment","CFIHOS-00000012","equipment actual startup date",,"CFIHOS-10000033","The date at which the equipment was actually started up",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment","CFIHOS-00000012","equipment class name",,"CFIHOS-10000047","The full name of the tag or equipment class",,"Mandatory","equipment class","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment","CFIHOS-00000012","equipment code",,"CFIHOS-10000031","A code used to identify uniquely the equipment.",,"Identifier",,"FR74","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment","CFIHOS-00000012","equipment manufacturer serial number",,"CFIHOS-10000163","A unique identification number for the equipment as prescribed by the manufacturer",,"Optional",,"FR74","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment","CFIHOS-00000012","equipment price",,"CFIHOS-10000170","The price of the equipment for accounting, excluding freight, shipping and insurance costs","When provided the price must be qualified by a currency","Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment","CFIHOS-00000012","equipment warranty end date",,"CFIHOS-10000035","The date at which the warrant on the equipment will end","This date is usually supplied by the manufacturer.","Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment","CFIHOS-00000012","manufacturer company name",,"CFIHOS-10000158","A name used to uniquely identify the company. who manufactures the equipment","This name would be often derived from the manufacturer of the model / part, if it has been defined","Optional","model part","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment","CFIHOS-00000012","model part name",,"CFIHOS-10000159","A unique name to identify the model part of the manufacturer, and that the equipment is associated with",,"Optional","model part","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment","CFIHOS-00000012","plant code",,"CFIHOS-10000005","The plant where the equipment is or will be installed",,"Optional","tag","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment","CFIHOS-00000012","purchase order issuer company name",,"CFIHOS-10000180","The name of the company issuing the purchase order through which this equipment was acquired",,"Optional","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment","CFIHOS-00000012","purchase order item number",,"CFIHOS-10000299","A code that uniquely identifies an item in a purchase order",,"Optional","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment","CFIHOS-00000012","purchase order number",,"CFIHOS-10000128","A unique code used to identify the purchase order within the company issuing the purchase order",,"Optional","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment","CFIHOS-00000012","tag name",,"CFIHOS-10000166","The full name of a tag",,"Optional","tag","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment","CFIHOS-00000012","vendor company name",,"CFIHOS-10000164","The name of the company supplying (vendor) the equipment",,"Optional","company","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment class","CFIHOS-00000033","equipment class name",,"CFIHOS-10000047","The full name of the equipment class",,"Identifier","tag or equipment class","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment class","CFIHOS-00000033","spare part information required indicator",,"CFIHOS-10000055","An indication whether spare part information is required for equipment related to this class or not",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment class property","CFIHOS-00000017","equipment class name",,"CFIHOS-10000047","The full name of the non abstract tag or equipment class to which the property applies",,"Identifier","tag or equipment class property","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment class property","CFIHOS-00000017","property name",,"CFIHOS-10000056","The name of the property that applies to a tag or equipment class",,"Identifier","tag or equipment class property","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment class property","CFIHOS-00000017","property relevant for equipment indicator",,"CFIHOS-10000246","An indicator whether the propert y should be provided for a given equipment","It is important to distinguish the properties that should be provided by the EPC for an equipment, but e.g. not for a model. For instance, the color of a car is relevant for a given instance of a car, but not for the model.","Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment class property","CFIHOS-00000017","property relevant for model / part indicator",,"CFIHOS-10000247","An indication whether the property must by provided by the EPC (or the manufacturer) for a given model","Some properties should be reported for the models / parts associated with an equipment class, some for the equipment associated with the equipment class. Those are two separate pieces of data.","Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment property","CFIHOS-00000013","equipment code",,"CFIHOS-10000031","A code used to identify uniquely the equipment",,"Identifier","equipment","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment property","CFIHOS-00000013","equipment property value",,"CFIHOS-10000250","The value of that property for this equipment.","Id the value is numeric it should be qualified by a unit of measure. If it is not numeric, and the property is associated with a pick list, then it should be a valid entry from that pick list set of values.","Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment property","CFIHOS-00000013","property name",,"CFIHOS-10000056","A name that uniquely identifies the property",,"Identifier","property","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment property","CFIHOS-00000013","reason for deviating from standard unit of measure",,"CFIHOS-10000242","The reason why the unit of measure as prescribed by the source standard as not been used to report the equipment property value",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"equipment property","CFIHOS-00000013","unit of measure code",,"CFIHOS-10000237","A code that uniquely identifies the unit of measure",,"Optional","unit of measure","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"event type","CFIHOS-00000102","event type code",,"CFIHOS-10000294","A code that uniquely identifies the type of event of interest to CFIHOS",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"event type","CFIHOS-00000102","event type name",,"CFIHOS-10000295","The name, or description of the type of event",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"export control classification","CFIHOS-00000045","export control classification code",,"CFIHOS-10000086","A code that uniquely identifies an export control classification",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"export control classification","CFIHOS-00000045","export control classification description",,"CFIHOS-10000198","A description of what the export control classification represents",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"handover event","CFIHOS-00000133","handover event description",,"CFIHOS-10000353","The description of what the handover event represents",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"handover event","CFIHOS-00000133","handover event name",,"CFIHOS-10000352","A name that uniquely identifies the event during which handover of information is taking place",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"handover event","CFIHOS-00000133","handover event reporting sequence number",,"CFIHOS-10000354","A sequence number, used to determine in which order the handover phases should be reported",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"leaf node commissioning unit","CFIHOS-00000037","commissioning unit code",,"CFIHOS-10000009","A code that uniquely identifies the commissioning unit within a plant",,"Identifier","commissioning unit","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"leaf node commissioning unit","CFIHOS-00000037","plant code",,"CFIHOS-10000005","The plant the commissioning unit is part of",,"Identifier","plant","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"life cycle activity class","CFIHOS-00000068","life cycle activity class code",,"CFIHOS-10000230","A code that uniquely identifies a class of activities in the life cycle of a capital asset",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"life cycle activity class","CFIHOS-00000068","life cycle activity class description",,"CFIHOS-10000231","A description of what the life cycle activity class represents",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
