"tag class name","tag class CFIHOS unique id","tag property name","tag property CFIHOS unique id","SI unit of measure code","imperial unit of measure code","source standard code","source standard section","property name in source standard","status","change request number","created date","modified date","terminated date"
"electric plug","CFIHOS-30000341","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"TERMINATED","CR0012","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"electrical connector","CFIHOS-30000734","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical connector","CFIHOS-30000734","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical connector","CFIHOS-30000734","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical distribution unit","CFIHOS-30000735","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical distribution unit","CFIHOS-30000735","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical distribution unit","CFIHOS-30000735","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical isolator","CFIHOS-30000727","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical isolator","CFIHOS-30000727","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical isolator","CFIHOS-30000727","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical motor starter","CFIHOS-30000343","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical motor starter","CFIHOS-30000343","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical motor starter","CFIHOS-30000343","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical motor starter","CFIHOS-30000343","nominal current","CFIHOS-40000241","AMP","AMP",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical motor starter","CFIHOS-30000343","operating voltage","CFIHOS-40000603",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical motor starter","CFIHOS-30000343","rated current","CFIHOS-40000521","AMP","AMP",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical motor starter","CFIHOS-30000343","rated output power","CFIHOS-40000523","KWT","K43",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electrical motor starter","CFIHOS-30000343","rated voltage","CFIHOS-40000528","VLT","VLT",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electrical reactor","CFIHOS-30000616","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical reactor","CFIHOS-30000616","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical reactor","CFIHOS-30000616","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical socket","CFIHOS-30000344","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electrical socket","CFIHOS-30000344","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electrical socket","CFIHOS-30000344","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electrical switch","CFIHOS-30000617","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical switch","CFIHOS-30000617","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical switch","CFIHOS-30000617","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical switch","CFIHOS-30000617","nominal current","CFIHOS-40000241","AMP","AMP",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical switch","CFIHOS-30000617","operating voltage","CFIHOS-40000603",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical switch","CFIHOS-30000617","rated current","CFIHOS-40000521","AMP","AMP",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electrical switch","CFIHOS-30000617","rated voltage","CFIHOS-40000528","VLT","VLT",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electromagnetic flow element","CFIHOS-30000040","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"STANDARD","CR0002;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electromagnetic flow element","CFIHOS-30000040","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"STANDARD","CR0002;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electromagnetic flow element","CFIHOS-30000040","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"STANDARD","CR0002;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electromagnetic flow element","CFIHOS-30000040","fluid name","CFIHOS-40000132",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"electromagnetic flow transmitter","CFIHOS-30000420","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"STANDARD","CR0002;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electromagnetic flow transmitter","CFIHOS-30000420","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"STANDARD","CR0002;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electromagnetic flow transmitter","CFIHOS-30000420","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"STANDARD","CR0002;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electromagnetic flow transmitter","CFIHOS-30000420","safety integrity level","CFIHOS-40000579",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"electronic controller","CFIHOS-30000421","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"STANDARD","CR0002;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electronic controller","CFIHOS-30000421","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"STANDARD","CR0002;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electronic controller","CFIHOS-30000421","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"STANDARD","CR0002;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electronic controller","CFIHOS-30000421","safety integrity level","CFIHOS-40000579",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"electronic frequency converter","CFIHOS-30000345","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electronic frequency converter","CFIHOS-30000345","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electronic frequency converter","CFIHOS-30000345","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electronic frequency converter","CFIHOS-30000345","operating voltage","CFIHOS-40000603",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electronic frequency converter","CFIHOS-30000345","rated frequency","CFIHOS-40000522","HTZ","HTZ",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electronic frequency converter","CFIHOS-30000345","rated output power","CFIHOS-40000523","KWT","K43",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electronic frequency converter","CFIHOS-30000345","rated voltage","CFIHOS-40000528","VLT","VLT",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electronic power inverter","CFIHOS-30000346","duty of electronic power inverter","CFIHOS-40000088",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"electronic power inverter","CFIHOS-30000346","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electronic power inverter","CFIHOS-30000346","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electronic power inverter","CFIHOS-30000346","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electronic power inverter","CFIHOS-30000346","operating voltage","CFIHOS-40000603",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"electronic power inverter","CFIHOS-30000346","rated output frequency","CFIHOS-40000326","HTZ","HTZ",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electronic power inverter","CFIHOS-30000346","rated output power","CFIHOS-40000523","KWT","K43",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electronic power inverter","CFIHOS-30000346","rated output voltage","CFIHOS-40000328","VLT","VLT",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"electronic power inverter","CFIHOS-30000346","rated voltage","CFIHOS-40000528","VLT","VLT",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"elevator","CFIHOS-30000598","lower limit design temperature","CFIHOS-40000503",,,"API Recommended Practice 8B:2014",,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"elevator","CFIHOS-30000598","upper limit design temperature","CFIHOS-40000536",,,"API Recommended Practice 8B:2014",,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"emergency position indicating radio beacon","CFIHOS-30000618","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency position indicating radio beacon","CFIHOS-30000618","explosion protection temperature class","CFIHOS-40000112",,,"ISO 14224:2016;ANSI/ISA-75.05.01-2019;IEC 60537:1976 Withdrawn",,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency position indicating radio beacon","CFIHOS-30000618","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency shut down valve","CFIHOS-30000642","communication protocol","CFIHOS-40000599",,,"IEC 60534-7:2010",,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency shut down valve","CFIHOS-30000642","design specification","CFIHOS-40000487",,,"IEC 60534-7:2010",,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency shut down valve","CFIHOS-30000642","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency shut down valve","CFIHOS-30000642","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency shut down valve","CFIHOS-30000642","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency shut down valve","CFIHOS-30000642","failure action","CFIHOS-40000580",,,"IEC 60537:1976 Withdrawn;ISA-TR20.00.01-2007;ISO 14224:2016",,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency shut down valve","CFIHOS-30000642","fire safe","CFIHOS-40000585",,,"ANSI/ISA-75.05.01-2019",,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency shut down valve","CFIHOS-30000642","fluid name","CFIHOS-40000132",,,"API Spec 6D:2014",,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency shut down valve","CFIHOS-30000642","input signal range","CFIHOS-40000600",,,"IEC 60534-7:2010",,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency shut down valve","CFIHOS-30000642","input signal type","CFIHOS-40000597",,,"IEC 60534-7:2010",,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency shut down valve","CFIHOS-30000642","nominal diameter","CFIHOS-40000509","MMT","INH","API Spec 6D:2014",,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency shut down valve","CFIHOS-30000642","normal operating pressure","CFIHOS-40000512","BRG","64","IEC 60537:1976 Withdrawn;ISA-TR20.00.01-2007;ISO 14224:2016",,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency shut down valve","CFIHOS-30000642","normal operating temperature","CFIHOS-40000514","CEL","FAH","API Spec 6D:2014;ISA-TR20.00.01-2007",,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency shut down valve","CFIHOS-30000642","output signal range","CFIHOS-40000601",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency shut down valve","CFIHOS-30000642","output signal type","CFIHOS-40000598",,,"IEC 60534-7:2010",,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency shut down valve","CFIHOS-30000642","piping class","CFIHOS-40000488",,,"ASME B31.3 - 2020;IEC 60537:1976 Withdrawn;ISO 14224:2016",,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency shut down valve","CFIHOS-30000642","safety integrity level","CFIHOS-40000579",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"emergency shut down valve","CFIHOS-30000642","signal type","CFIHOS-40000371",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"engine","CFIHOS-30000683","direction of rotation","CFIHOS-40000075",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"engine","CFIHOS-30000683","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"engine","CFIHOS-30000683","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"engine","CFIHOS-30000683","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"engine","CFIHOS-30000683","fuel type","CFIHOS-40000135",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"engine","CFIHOS-30000683","normal operating rotational speed","CFIHOS-40000283","RPM","RPM",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"engine","CFIHOS-30000683","operation continuous intermittent","CFIHOS-40000309",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"exhaust","CFIHOS-30000042","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"exhaust","CFIHOS-30000042","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"exhaust","CFIHOS-30000042","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"expansion joint","CFIHOS-30000043","external operating pressure","CFIHOS-40000116","BRG","64","ISO 15348:2002",,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"expansion joint","CFIHOS-30000043","external operating temperature","CFIHOS-40000117","CEL","FAH","ISO 15348:2002",,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"expansion joint","CFIHOS-30000043","external test pressure","CFIHOS-40000118","BRG","64","ISO 15348:2002",,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"expansion joint","CFIHOS-30000043","external upper limit design pressure","CFIHOS-40000119","BRG","64","ISO 15348:2002",,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"expansion joint","CFIHOS-30000043","internal operating pressure","CFIHOS-40000189","BRG","64","ISO 15348:2002",,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"expansion joint","CFIHOS-30000043","internal operating temperature","CFIHOS-40000190","CEL","FAH","ISO 15348:2002",,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"expansion joint","CFIHOS-30000043","internal test pressure","CFIHOS-40000191","BRG","64","ISO 15348:2002",,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"expansion joint","CFIHOS-30000043","internal upper limit design pressure","CFIHOS-40000192","BRG","64","ISO 15348:2002",,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"expansion joint","CFIHOS-30000043","upper limit design temperature","CFIHOS-40000536","CEL","FAH","ISO 15348:2002",,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"fan","CFIHOS-30000532","corrosive agents","CFIHOS-40000064",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"fan","CFIHOS-30000532","corrosive gas","CFIHOS-40000065",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"fan","CFIHOS-30000532","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"fan","CFIHOS-30000532","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"fan","CFIHOS-30000532","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"fan","CFIHOS-30000532","fluid name","CFIHOS-40000132",,,,,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"fan","CFIHOS-30000532","lower limit design pressure","CFIHOS-40000551",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"fan","CFIHOS-30000532","lower limit operating pressure","CFIHOS-40000556",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"fan","CFIHOS-30000532","normal operating inlet pressure","CFIHOS-40000511","BRA","PSA",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"fan","CFIHOS-30000532","normal operating inlet temperature","CFIHOS-40000272","CEL","FAH",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"fan","CFIHOS-30000532","normal operating mass flow rate","CFIHOS-40000275","E93","4U",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"fan","CFIHOS-30000532","operation continuous intermittent","CFIHOS-40000309",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"fan","CFIHOS-30000532","upper limit operating pressure","CFIHOS-40000537","BRG","64",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"feeder","CFIHOS-30000566","design specification","CFIHOS-40000487",,,"ASME B31.3 - 2020",,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"feeder","CFIHOS-30000566","lower limit design pressure","CFIHOS-40000551",,,"ASME B31.3 - 2020",,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"feeder","CFIHOS-30000566","lower limit design temperature","CFIHOS-40000503",,,"ASME B31.3 - 2020",,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"feeder","CFIHOS-30000566","normal volume flow rate","CFIHOS-40000293",,,"ASME B31.3 - 2020",,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"feeder","CFIHOS-30000566","upper limit design pressure","CFIHOS-40000535",,,"ASME B31.3 - 2020",,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"feeder","CFIHOS-30000566","upper limit design temperature","CFIHOS-40000536",,,"ASME B31.3 - 2020",,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"filter","CFIHOS-30000575","lower limit design temperature","CFIHOS-40000503",,,,,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"filter","CFIHOS-30000575","normal volume flow rate","CFIHOS-40000293",,,,,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"filter","CFIHOS-30000575","upper limit design pressure","CFIHOS-40000535",,,,,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"filter","CFIHOS-30000575","upper limit design temperature","CFIHOS-40000536",,,,,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"filter","CFIHOS-30000575","upper limit operating pressure","CFIHOS-40000537",,,,,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"fire door","CFIHOS-30000050","fire safe","CFIHOS-40000585",,,,,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"fire door","CFIHOS-30000050","insulation class","CFIHOS-40000177",,,,,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"fire wall","CFIHOS-30000619","fire safe","CFIHOS-40000585",,,,,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"fire wall","CFIHOS-30000619","insulation class","CFIHOS-40000177",,,,,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"fired heater","CFIHOS-30000053","coil upper limit design pressure","CFIHOS-40000044","BRG","64","ISO 13705:2012",,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"fired heater","CFIHOS-30000053","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"fired heater","CFIHOS-30000053","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"fired heater","CFIHOS-30000053","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"fired heater","CFIHOS-30000053","fluid name","CFIHOS-40000132",,,"ISO 13705:2012",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"fired heater","CFIHOS-30000053","hydrostatic test pressure","CFIHOS-40000497","BRG","64","ISO 13705:2012",,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"fired heater","CFIHOS-30000053","normal operating inlet pressure","CFIHOS-40000511","BRA","PSA","ISO 13705:2012",,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"fired heater","CFIHOS-30000053","normal operating inlet temperature","CFIHOS-40000272","CEL","FAH","ISO 13705:2012",,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"fired heater","CFIHOS-30000053","normal operating outlet pressure","CFIHOS-40000278","BRA","PSA","ISO 13705:2012",,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"fired heater","CFIHOS-30000053","normal operating outlet temperature","CFIHOS-40000282","CEL","FAH","ISO 13705:2012",,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"fired heater","CFIHOS-30000053","number of passes","CFIHOS-40000304",,,"ISO 13705:2012",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flame arrestor","CFIHOS-30000056","fluid name","CFIHOS-40000132",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"flame arrestor","CFIHOS-30000056","lower limit design pressure","CFIHOS-40000551",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
