"tag class name","discipline document type short code","document type name","requirement standard source code","created date","modified date","terminated date","change request number","status"
"density analyser","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"density analyser","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"dew point analyser","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"dew point transmitter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"diaphragm compressor","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"diaphragm pump","MR4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"diaphragm pump","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"diaphragm pump","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"diaphragm pump","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:02:12.500Z","2020-11-27T15:02:12.500Z","CR0009","TERMINATED"
"diaphragm seal","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"diesel engine","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"differential pressure flow transmitter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"differential pressure gauge","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"differential pressure level transmitter","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"differential pressure level transmitter","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"differential pressure level transmitter","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"differential pressure switch","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"differential pressure transmitter","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"differential pressure transmitter","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"differential pressure transmitter","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"directional pneumatic valve","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"directional solenoid valve","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"directional solenoid valve","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"displacer chamber","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0014","TERMINATED"
"displacer level transmitter","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"displacer level transmitter","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"displacer level transmitter","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"distillation analyser","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"distribution board","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"document scanner","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"drain","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-07-26T10:32:15.110Z","2019-07-26T10:32:15.110Z","CR0013","TERMINATED"
"drier","BA6008","commissioning procedure","ARC","2019-04-23T15:26:38.996Z","2019-07-26T10:22:50.678Z","2019-07-26T10:22:50.678Z","CR0027","TERMINATED"
"drier","BA6065","welding procedure specification","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"drier","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"drier","HS2107","safety datasheet","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:11:05.942Z",,"CR0032","STANDARD"
"drier","MS4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"drier","MX8611","pressure test report","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"drier","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"drier","NA4810","maintenance manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"drier","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"drier","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:12:05.132Z",,"CR0032","STANDARD"
"drilling machine","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"earth electrode","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"earthing resistor","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"eductor","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"eductor","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:12:09.928Z",,"CR0032","STANDARD"
"electric actuator","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"electric actuator","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"electric generator","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"electric heater","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"electric heater","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"electric motor","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2020-11-27T11:03:09.191Z",,"CR0032","STANDARD"
"electric motor","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"electrical heating element","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-07-26T10:31:18.998Z","2019-07-26T10:31:18.998Z","CR0028","TERMINATED"
"electrical motor starter","EA2305","assembly diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"electrical motor starter","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"electrical motor starter","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"electrical motor starter","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"electrical socket","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"electromagnetic flow element","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"electromagnetic flow transmitter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"electronic controller","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"electronic flow controller","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"electronic frequency converter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"electronic level controller","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"electronic power inverter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"electronic pressure controller","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"electronic temperature controller","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"electrostatic precipitator","BA6065","welding procedure specification","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"electrostatic precipitator","MS4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"electrostatic precipitator","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"electrostatic precipitator","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:12:13.614Z",,"CR0032","STANDARD"
"elevator","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"exhaust","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"exhaust","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:12:17.066Z",,"CR0032","STANDARD"
"expansion joint","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"expansion joint","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:12:20.661Z",,"CR0032","STANDARD"
"extruder","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"eye bath","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"eye bath","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:12:25.265Z",,"CR0032","STANDARD"
"fall arrestor block","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"fan","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"fax machine","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"feeder","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"filter","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"filter","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:02:44.357Z",,"V1.2","STANDARD"
"filter cartridge","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"fire blanket","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"fire damper","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"fire door","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"fire extinguisher","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"fire fighting vehicle","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"fire hydrant","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"fired heater","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"fired heater","MS4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"fired heater","MX3328","installation manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"fired heater","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"fired heater","NA4810","maintenance manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"fired heater","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"firewater monitor","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"first aid kit","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"flame arrestor","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"flame detector","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"flame switch","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"flange","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"flare","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"flare tip","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"flash drum","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"flash light","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-05-14T11:10:36.891Z","2019-05-14T11:10:36.891Z","CR0028","TERMINATED"
"flash point analyser","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"floodlight","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"flow computer","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0014","TERMINATED"
"flow conditioner","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"flow gauge","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"flow gauge","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"flow gauge","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:12:29.168Z",,"CR0032","STANDARD"
"flow orifice plate","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"flow regulator","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"flow switch","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"flow switch","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"flow switch","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"foam trap","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-07-26T10:26:20.479Z","2019-07-26T10:26:20.479Z","CR0013","TERMINATED"
"fog detector","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"force transmitter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0014","TERMINATED"
"forklift truck","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"forklift truck","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:12:34.763Z",,"CR0032","STANDARD"
"frame","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"freezing point analyser","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"frequency generator","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0014","TERMINATED"
"frequency to current converter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"funnel","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"funnel","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:12:38.079Z",,"CR0032","STANDARD"
"fuse","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"fusible plug","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"galvanic isolator","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0012","TERMINATED"
"gas composition analyser","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"gas cyclone separator","BA6065","welding procedure specification","ARC","2019-04-23T15:26:38.996Z","2019-07-26T10:25:27.572Z","2019-07-26T10:25:27.572Z","CR0013","TERMINATED"
"gas cyclone separator","MS4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-07-26T10:25:34.810Z","2019-07-26T10:25:34.810Z","CR0013","TERMINATED"
"gas cyclone separator","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-07-26T10:25:44.218Z","2019-07-26T10:25:44.218Z","CR0013","TERMINATED"
"gas cyclone separator","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:03:01.455Z","2020-11-27T15:03:01.455Z","CR0013","TERMINATED"
"gas cylinder","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-07-26T10:25:01.864Z","2019-07-26T10:25:01.864Z","CR0013","TERMINATED"
"gas detector","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"gas detector","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"gas detector","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"gas engine","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"gas turbine","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-07-26T10:24:30.466Z","2019-07-26T10:24:30.466Z","CR0028","TERMINATED"
"gasket","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"gear box","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"gear pump","MR4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"gear pump","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"gear pump","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"gear pump","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:03:04.961Z","2020-11-27T15:03:04.961Z","CR0009","TERMINATED"
"grease injection unit","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"grille","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"grinding machine","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"guide post","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"hard disk","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"health, safety and environment equipment class","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"health, safety and environment equipment class","HX4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"health, safety and environment equipment class","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"health, safety and environment equipment class","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"health, safety and environment equipment class","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:12:41.729Z",,"CR0032","STANDARD"
"heat and smoke detector","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"heat exchanger","MS4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"heat exchanger","MX8611","pressure test report","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"heat exchanger","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"heat exchanger","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:12:45.429Z",,"CR0032","STANDARD"
"heater plate","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0012","TERMINATED"
"high-pass filter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"hood","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"horn","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"hose","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"hose reel","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"hose reel","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:12:48.875Z",,"CR0032","STANDARD"
"humidifier","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"humidity analyser","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"hydraulic actuator","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"hydraulic connector","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"hydraulic controller","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"hydraulic cylinder","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
