"CFIHOS unique id","discipline CFIHOS unique id","discipline code","discipline name","document type CFIHOS unique id","document type short code","document type name","document type description","discipline document type short code","asset type reference","representation type","native file delivery timing","native document fomat","authenticated record format","required document status for detailed engineering","required document status for construction","required document status for commissioning","required document status for startup","required document status for operations","review type","discipline document type comment","hardcopy document required","translated document required","status","created date","modified date","terminated date","change request number","synonym"
"CFIHOS-20000678","CFIHOS-20000007","CX","civil engineering","CFIHOS-70000300","6944","progress report","A report documenting progress made against a previously communicated plan or schedule.  Progress Reports can address time, scope, money, etc.","CX6944","Site","Text",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000679","CFIHOS-20000007","CX","civil engineering","CFIHOS-70000389","7205","technical deviation request","A request, approval or rejection of changes to a technical specification. Would typically include justification and reasons for the request, and acceptance or rejection from a purely technical perspective. Synonym: Concession, Change Request.","CX7205","Plant","Text","during project",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000680","CFIHOS-20000007","CX","civil engineering","CFIHOS-70000405","7739","project functional specification","A specification describing scope and objectives of the project and its execution; details to be provided by Owner Operator.","CX7739","Plant","Text","at handover",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000681","CFIHOS-20000007","CX","civil engineering","CFIHOS-70000331","7753","terms of reference","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","CX7753","Plant","Text","at handover",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000682","CFIHOS-20000007","CX","civil engineering","CFIHOS-70000244","7770","functional design specification","A specification that describes the deliverable in terms of form, fit, function, and performance characteristics to satisfy the intended use where interpretation is required.Includes most discipline specifications describing the functionality (e.g., relief and blowdown specification, surface coating, inspection specifications, operating envelopes, etc.).","CX7770","Plant","Text","at handover",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000683","CFIHOS-20000007","CX","civil engineering","CFIHOS-70000264","7880","general specification","A document formally establishing the mandatory limits or parameters which are to be met. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","CX7880","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000684","CFIHOS-20000007","CX","civil engineering","CFIHOS-70000089","8218","design layout study","A document assessing different physical configurations of a set of equipment and explaining the rationale supporting the adoption of a particular layout.","CX8218","Plant","Text","at handover",,,"IFD","not specified","not specified","not specified","IFD","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000685","CFIHOS-20000007","CX","civil engineering","CFIHOS-70000215","8241","material selection study","A study describes materials and reasons for selecting those materials (e.g. environmental conditions). Considered a precursor to the MS Report and MS Diagram, where used.","CX8241","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000686","CFIHOS-20000007","CX","civil engineering","CFIHOS-70000010","8268","anchoring study","Includes anchoring of offshore vessels and the interaction of anchor lines with sub-sea pipelines and structures.","CX8268","Plant","Text","at handover",,,"IFU","not specified","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000687","CFIHOS-20000007","CX","civil engineering","CFIHOS-70000267","8380","general study","A document detailing the result of a professional evaluation and/or investigation of a specific subject. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","CX8380","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000688","CFIHOS-20000007","CX","civil engineering","CFIHOS-70000045","8502","clarification request","Request (e.g., from a Contractor) for clarification of scope, technical details, or assumptions. Synonyms include Technical Query (TQ) and Request for Information (RFI).","CX8502","Plant","Text","during project",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000689","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000065","0901","control system block diagram","Pictorial representation of the processes performed by a control system.","EA0901","Plant","Intelligent vector drawing (CAD)",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z","2021-10-14T14:53:14.601Z","CR0027;FR74",
"CFIHOS-20000690","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000237","0980","block diagram","A schematic diagram which shows the relation between the main functions or the main component in the plant or group of plants.","EA0980","Plant","Intelligent vector drawing (CAD)","during project",,,"IFD","IFD","not specified","not specified","IFD","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z",,"CR0027;FR27;FR74",
"CFIHOS-20000691","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000238","1380","general calculation","A document showing inputs, formulas, rationale, and conclusions/mathematical results as required to enhance design or bound activities.","EA1380","Equipment","not specified","not applicable",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000692","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000114","1907","equipment brochure","Extracts from a vendor's published catalogue. Synonyms include Booklet, Circular, Flyer, Leaflet, Pamphlet, Glossy, Catalogue, Brochure, Magazine. Usually informal and held within a reference library, but may also be used to confirm equipment details during procurement.","EA1907","Equipment",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000693","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000202","1915","lighting performance data","Polar diagrams plus general performance data for specified luminaire types.","EA1915","Process_Unit",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000694","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000281","1919","power system analysis data","- Generator reactance's, resistance and time constants - calculated and tested. - Transformer impedances - calculated and tested. - Large motor reactance's, resistance and time contents - typical. Other data as required by Principal's specifications.","EA1919","Process_Unit",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000695","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000083","1979","database and data set","Data stored in a proprietary (e.g. SPI Watcom) or neutral (e.g. CSV) format from which multiple information contents can be generated by computer software (e.g. EDW). Includes 3D Model.","EA1979","Plant","Structured Data","at handover",,,"IFD","IFC","IFC","not specified","IAB","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000696","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000117","2105","design datasheet","A datasheet which provides precise information about a  tag and compliments equipment specification.","EA2105","Equipment","Text","at handover",,,"IFD","IFD","IFD","not specified","IAB","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000697","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000242","2180","other datasheet","A datasheet which provides precise information about an object and may complements a specification. Not to be used if a more specific document type can be used. Can be used for singular/specialty deliverables which do not have a unique document type.","EA2180","Tag","Text",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000698","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000017","2305","assembly diagram","A diagram utilized for transient activity during assembly (e.g. sequence of activity) and not finished work.","EA2305","Tag","Intelligent vector drawing (CAD)","at handover",,,"not specified","IFC","IFC","not specified","IFC","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000700","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000167","2335","hook up diagram","A diagram which may show the instrument impulse, pneumatic and electronic connections, pipe work, valves, fittings, flanges and support details with associated material take-off list. Used for removal/hook up purposes and modifications. Synonym: Installation details.","EA2335","Tag","Structured Data","at handover",,,"IFC","IFC","IFC","IFC","IFC","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000701","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000186","2341","interface diagram","A diagrams documenting Interfaces and demarcation of responsibilities between different organizations (e.g. battery limits, terminations).","EA2341","Tag","Intelligent vector drawing (CAD)",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000702","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000371","2384","single line diagram","A diagram depicting the main equipment items (switchboards, transformers etc.) and their relationships within the facility electrical distribution system including details of fault levels and current and voltage ratings.","EA2384","Plant","Intelligent vector drawing (CAD)","at handover",,,"IFD","IFC","IFC","IAB","IAB","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000703","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000182","2398","heat tracing diagram","A diagram detailing electrical tracing. Includes anchoring and expansion joint details where applicable. Drawings to indicate thicknesses, specification and limit of application.","EA2398","Tag","Intelligent vector drawing (CAD)","at handover",,,"not specified","IFC","IFC","not specified","IFC","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000704","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000328","2580","schematic diagram","A pictorial representation of the main elements and functions of a control circuit for electrical equipment with input/output sources (switches, relays etc.) and their relationships. Details logic functions of the circuit.","EA2580","Plant","Intelligent vector drawing (CAD)","at handover",,,"not specified","IFC","IFC","IFC","IFC","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000705","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000034","2901","cable size calculation","Calculations required for sizing of cables.","EA2901","Plant","Text","not applicable",,,"IFD","IFD","IFD","IFD","IFD","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000706","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000390","3323","technical note","A communication documenting how an engineering or maintenance issue will be resolved and what the implication of the solution is.","EA3323","Site","Text","at handover",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000707","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000181","3328","installation manual","A document that describes methods of installing a piece of equipment.  Installation refers to the mounting, setting, erection, etc.","EA3328","Plant","not specified","not applicable",,,"not specified","IFC","not specified","not specified","IFC","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000708","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000035","4005","cable tray layout diagram","Drawing showing the routing of cable trays for electrical and instrumentation cables.","EA4005","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000709","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000342","4006","trench diagram","A diagram depicting civil earthworks for utility services (e.g., piping, cables) for construction activity management.  Typically depicts slope, etc.","EA4006","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000710","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000120","4012","equipment layout diagram","General Arrangements main equipment.","EA4012","Tag","Intelligent vector drawing (CAD)",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000711","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000153","4018","general arrangement diagram","A diagram showing the main features and locations of major items. Usually has some dimensions to convey spatial relationships but is generally inadequate for construction.","EA4018","Plant","Intelligent vector drawing (CAD)","during project",,,"IFD","IFC","not specified","IAB","IAB","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000712","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000196","4024","key plan","A plan view diagram of a plant/group of plants showing the interfaces of layout diagrams of components.  Typically only shows major equipment and infrastructure to provide context and orientation.","EA4024","Plant","Intelligent vector drawing (CAD)","at handover",,,"IFD","IFD","not specified","IAB","IAB","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000713","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000201","4025","lighting layout diagram","Layout of lighting and earthing (grounding) on facility.","EA4025","Plant","Intelligent vector drawing (CAD)",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000714","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000028","4306","bill of materials","A list of all parts and sub assemblies that constitute a particular assembly, showing the quantity of each required item. Typically developed from analyzing a drawing.","EA4306","Equipment","Structured Data","during project",,,"not specified","IFC","IFC","not specified","IFC","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000715","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000033","4308","cable schedule","A collection of values relating to List of all cables, their specifications and end points. Indicates salient features of all cables in Vendor's supply and connecting cables supplied by Principal. Synonym: Cable List.","EA4308","Plant","Structured Data","during project",,,"IFD","IFC","IFC","IAB","IAB","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000716","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000095","4319","distribution board list","Shall list the lighting and small power loads connected to a distribution board.  Description shall include fuse sizes, terminal sizes and switching arrangements.","EA4319","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000717","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000179","4327","input, output list","An authoritative collection of values with a relationship to a specific equipment.  List to show input and output of an equipment (e.g. instrument, telecom equipment) connected to other equipment (e.g. distributed control system, programmable logic controller).The columns of this collection is specified and controlled.","EA4327","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000718","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000203","4329","load list","An authoritative collection of electrical loads which the electrical system must accommodate listed against each piece of equipment.  The columns of this collection are specified and controlled.","EA4329","Plant","Structured Data","during project",,,"IFD","IFC","IFC","IFC","IFC","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","load schedule"
"CFIHOS-20000719","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000369","4606","short circuit calculation","Calculations necessary to determine the capacity of electrical equipment under fault conditions.","EA4606","Tag","not specified","not applicable",,,"IFD","IFD","IFD","IFD","IFD","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000720","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000091","5507","design philosophy","A document outlining the premise and intent for decisions that are to be followed regarding a design. A set of ideas, beliefs, or underlying theory.","EA5507","Site","Text","at handover",,,"IFD","not specified","not specified","not specified","IFD","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000721","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000282","5525","power system philosophy","Power system distribution, operation and load transfer philosophy","EA5525","Plant","Text",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000722","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000253","5680","general philosophy","A document outlining the premise and intent for decisions that are to be followed regarding a specific subject. Typically provided as instruction from Owner Operator.","EA5680","Site","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000723","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000001","6067","acceptance test procedure","Includes FAT and non-FAT (Factory Acceptance Test) procedures. Also see Acceptance Test Report for definitions.","EA6067","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000724","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000256","6180","general procedure","A document which describes a set of logically sequenced instructions to execute an activity. Not to be used if a more specific document type can be used.  Can be used for singular/speciality deliverables which do not have a unique document type.","EA6180","Plant","Text","during project",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000725","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000122","6612","master tag-equipment register","An authoritative collection of values with a relationship to a specific equipment or tag.  The columns of this collection is specified and controlled.","EA6612","Tag","Structured Data",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000726","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000259","7180","general report","A written account of activities, conditions, occurrences, observations, or investigations at a specific time. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type. May include presentation.","EA7180","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000727","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000389","7205","technical deviation request","A request, approval or rejection of changes to a technical specification. Would typically include justification and reasons for the request, and acceptance or rejection from a purely technical perspective. Synonym: Concession, Change Request.","EA7205","Plant","Text","during project",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000728","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000407","7303","requisition","A request with a brief description of the parts to be ordered, with a statement of the pertinent drawings, specifications, etc., as well as a list of drawings and documents to be provided by the manufacturer/supplier.","EA7303","Plant","Structured Data","not applicable",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000729","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000405","7739","project functional specification","A specification describing scope and objectives of the project and its execution; details to be provided by Owner Operator.","EA7739","Plant","Text","at handover",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000730","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000331","7753","terms of reference","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","EA7753","Plant","Text","at handover",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000731","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000244","7770","functional design specification","A specification that describes the deliverable in terms of form, fit, function, and performance characteristics to satisfy the intended use where interpretation is required.Includes most discipline specifications describing the functionality (e.g., relief and blowdown specification, surface coating, inspection specifications, operating envelopes, etc.).","EA7770","Plant","Text","at handover",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000732","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000399","7771","equipment specification","A specification that describes the physical equipment for the purpose of procurement or fabrication. Compliments the datasheet.","EA7771","Tag","Text","at handover",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000733","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000264","7880","general specification","A document formally establishing the mandatory limits or parameters which are to be met. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","EA7880","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000734","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000125","8226","equipment study",,"EA8226","Equipment",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000735","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000322","8251","safe operation study","A study validating electrical systems design will allow for safe operation.","EA8251","Plant","Text","at handover",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000736","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000388","8260","system study","Includes load flows, transient and dynamic stability, short circuit, protection study, co-ordination and setting.","EA8260","Process_Unit","Text","at handover",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000737","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000045","8502","clarification request","Request (e.g., from a Contractor) for clarification of scope, technical details, or assumptions. Synonyms include Technical Query (TQ) and Request for Information (RFI).","EA8502","Plant","Text","during project",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000738","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000055","8804","connection diagram","A diagram showing details of cable numbers and terminations point to point (e.g., to/from vendor packages, equipment).","EA8804","Tag","Intelligent vector drawing (CAD)","at handover",,,"IFD","IFC","IFC","IAB","IAB","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000739","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000103","8809","earthing diagram","A diagram detailing earthing (grounding) for plant and equipment and between modules and dissimilar structural elements.","EA8809","Tag","Intelligent vector drawing (CAD)","at handover",,,"IFD","IFC","IFC","IAB","IAB","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000740","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000268","8880","wiring diagram","A diagram which depicts an electrical circuit.  It shows the components of the circuit as simplified shapes, and the power and signal connections between devices.","EA8880","Plant","Intelligent vector drawing (CAD)","at handover",,,"not specified","IFC","IFC","IAB","IAB","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000741","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000318","0709","risk assessment","An assessment which details the quantitative or qualitative risk related to a specific scenario presented to Company.","FA0709","Plant","Text","during project",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000742","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000234","0780","general assessment","An assessment which details a Health check, GAP analysis, etc. both informal and to meet Project Management Framework requirements. Not to be used if a more specific document type can be used. Can be used for singular/specialty deliverables which do not have a unique document type.","FA0780","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000743","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000397","3101","cost estimate","An estimate of costs of resources required.","FA3101","Site","Structured Data",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000744","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000109","5722","engineering schedule","A time-based document outlining order in which tasks are to be carried out and the amounts of time allocated to them.  Addresses design phase as well as engineering support during manufacturing, construction, tie-in, test/inspect, shutdown.","FA5722","Plant","not specified","not applicable",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
