"CFIHOS unique id","CFIHOS name","CFIHOS description","created date","modified date","terminated date","change request number","status","CFIHOS definition file"
"CFIHOS-20000532","AA5880","A document capturing what particular activities and requirements will be executed and delivered.  Typically the plan is built upon a strategy.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000533","AA5980","A document outlining the application of a philosophical stance for decisions and the resulting principles that are to be followed to achieve the intent. Typically developed based on a philosophy.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000534","AA6003","Quality, compliance, technical, value, cost and schedule assurance.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000535","AA6006","A procedure describing how changes through Design, Construction and Commissioning will be managed.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000536","AA6048","A cross-discipline, internal and external communication procedure, responsibilities, and governance.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000537","AA6069","A procedures around Interface management activities between internal and external parties.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000538","AA6179","Procedures to develop country regulation specific documents or to submit this documents to regulatory authotities. See also AA7878 (TPD) and AA7877 (PSTS).","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000539","AA6402","A document which captures a recommended course of action with justifications from technical and/or commercial aspects to execute an activity to change something.  May lead to a change request.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000540","AA6480","A document which captures a recommended course of action with justifications from technical and/or commercial aspects.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000541","AA6603","A list or register of people or organisations authorised to perform a range of tasks which may be technical, financial, contractual, organisational, or other. Includes Technical Authorities Matrix.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000542","AA6605","A consolidated register of proposed and/or processed change associated with all change to originally agreed design scope/statement of requirements, including basis for design.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000543","AA6612","An authoritative collection of values with a relationship to a specific equipment or tag.  The columns of this collection is specified and controlled.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000544","AA6614",,"2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000545","AA6619","An authoritative collection of items with a relationship to risks and/or opportunities which have a potential to impact overall project performance.  The columns of this collection are specified and controlled.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000546","AA6627","A register documenting agreements and responsibilities between internal and external parties (esp. between contract scopes).  An overview of all communications (also called interface queries) and their status between two parties for the management of interface communication.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000547","AA6680","An authoritative collection of values with a relationship to a specific topic or object that could be either technical or business related.  The columns of this collection are specified and controlled.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000548","AA6844",,"2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000549","AA6926","Workshop, MOM, whitepapers, studies, brainstorm session etc.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000550","AA6944","A report documenting progress made against a previously communicated plan or schedule.  Progress Reports can address time, scope, money, etc.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000551","AA6945",,"2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000552","AA7180","A written account of activities, conditions, occurrences, observations, or investigations at a specific time. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type. May include presentation.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000553","AA7202","Request, approval or rejection for the relaxation of an element of the particular regulatory Code, Standard, Rule or Regulation where such element conflicts with the International Code or Standard proposed for the facilities.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000554","AA7205","A request, approval or rejection of changes to a technical specification. Would typically include justification and reasons for the request, and acceptance or rejection from a purely technical perspective. Synonym: Concession, Change Request.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000555","AA7403","A report documenting verification of a design, based on comparison with standards, constructability, operability, safety, etc. May be performed by internal or external resources.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000556","AA7415","OPMG: Provides confidence that the opportunity team has done everything necessary to take the decision that all the significant risks, opportunities and uncertainties have been identified and can be managed, and that work has been completed to the necessary quality so that the project is not unnecessarily exposed. Synonym VAR, AGR Assurance Gate Review.  Post Implementation Review PIR, and Post Investment Review are defined as Value Assurance Review VAR5.  Also see FA Other Assurance Review Report for Estimate and Schedule Assurance Review ESAR.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000557","AA7417","A report which documents lessons gained from the execution of the project.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000558","AA7480","A report documenting results of a review.  Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000559","AA7704","A document outlining the premise for decisions and the resulting principles that are to be followed regarding the design of the facility and comprising all process design philosophies including but not limited to environmental, drainage, ventilation, spading/isolation, plant availability/down time assessment and relief/blowdown philosophy etc.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000560","AA7739","A specification describing scope and objectives of the project and its execution; details to be provided by Owner Operator.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000561","AA7753","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000562","AA7772","Rules and conventions for preparing drawings, including symbol lists, etc. may include templates.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000563","AA7875","The information in  the interface register (see AA6627), interface diagram (see **2341) and tie-in list (see **4363) are combined in an Interface Document. This document establishes a comprehensive coherent and transparent overview for all interfaces between two execution contract. This document is included within the corresponding ITTs.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000564","AA7877","A specific standard documenting additional design, construction, work process, and documentation of plant as required by local regulations. This document type shall not be used to classify the engineering technical standards (e.g. API, ISO, etc.).","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000565","AA7878","A technical document describing the facilities that are proposed to be built in a country and includes all information required for regulatory approval to proceed. The document is submitted to the regulatory authorities for review and approval.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000566","AA7880","A document formally establishing the mandatory limits or parameters which are to be met. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000567","AA8203","A document assessing the practicality and/or economics of a proposed solution.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000568","AA8211","Initial screening, feasibility studies, initial estimates, preliminary economics etc.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000569","AA8212","Workshop, MOM, whitepapers, surface and sub-surface studies, brainstorm session, economics, initial cost estimates, development options","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000570","AA8380","A document detailing the result of a professional evaluation and/or investigation of a specific subject. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000571","AA8502","Request (e.g., from a Contractor) for clarification of scope, technical details, or assumptions. Synonyms include Technical Query (TQ) and Request for Information (RFI).","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000572","BA0709","An assessment which details the quantitative or qualitative risk related to a specific scenario presented to Company.","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000573","BA0780","An assessment which details a Health check, GAP analysis, etc. both informal and to meet Project Management Framework requirements. Not to be used if a more specific document type can be used. Can be used for singular/specialty deliverables which do not have a unique document type.","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000574","BA2322","Installation refers to the mounting, setting, erection, etc. of equipment and accessories. These diagrams are for transient activity during installation (eg. sequence of activity) and not finished work.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000575","BA2341","A diagrams documenting Interfaces and demarcation of responsibilities between different organizations (e.g. battery limits, terminations).","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000576","BA2404","A diagram detailing assembly and fabrication.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000577","BA2406","Construct is to Erect, Build, or Make (usually) on-site as a responsibility of the project team. Also see Fabricate (off-site by others). eg. Vertical storage tanks are Constructed on-site, while some accessories are Fabricated off-site and delivered for construction.   Decomposition of a complex objects/concepts into simpler pieces that make construction feasible. A macro view of construction concepts and strategies represented by a diagram. e.g.  Module diagrams (showing breakdown into PAUs, subassemblies, skids, etc.), Installation sequence diagrams, Module off loading diagram. For detailed construction Diagram see document type BA2404.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000578","BA3314",,"2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000579","BA3323","A communication documenting how an engineering or maintenance issue will be resolved and what the implication of the solution is.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000580","BA4354","A list of recommended listing of spares received from vendor/manufacturer to support installation, commissioning, operation or maintenance.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000581","BA4802","Is a manual that contains detailed testing and commissioning procedures and actions. Typically for instrumentation it is specified for each loop and type of instrument.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000582","BA5503","Commissioning","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000583","BA5537","Construct is to Erect, Build, or Make (usually) on-site as a responsibility of the project team. Also see Fabricate (off-site by others). eg. Vertical storage tanks are Constructed on-site, while some accessories are Fabricated off-site and delivered for construction.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000584","BA5711","A plan explaining how commissioning and startup will be accomplished. synonym: CSU plan.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000585","BA5736","A document capturing what particular activities and requirements will be executed and delivered for lifting, hoisting, and rigging.  Should cover scope regardless of timing in asset lifecycle.  Specific risks relating to simultaneous operations should be addressed.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000586","BA5789","A drawing that usually identifies all welds and relates them to the relevant welding procedure number and non destructive testing requirements.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000587","BA5799","A document outlining purpose and approach for commissioning and start-up.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000588","BA5801","A document capturing what particular activities and requirements will be executed and delivered to decommission and demolish (parts of) existing assets. This would include temporary assets required only for the life of the project, as well.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000589","BA6008","A procedure with a step by step description of activities required to commission an object.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000590","BA6064","A document which describes a set of logically sequenced instructions to execute a weld repair.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000591","BA6065","A specification that describes the welding procedure and process of a specific weld.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000592","BA6066","A record documenting the execution and satisfactory testing of a weld procedure specification, typically includes all testing procedure references and both destructive and non-destructive testing results.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000593","BA6070","Construct is to Erect, Build, or Make (usually) on-site as a responsibility of the project team. Also see Fabricate (off-site by others). eg. Vertical storage tanks are Constructed on-site, while some accessories are Fabricated off-site and delivered for construction.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000594","BA6178","Other procedures used by the Commissioning dicscipline. e.g. Upload of CCMS procedure. Warning: Not to be used for Commissioning Procedure, see BA6008.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000595","BA7180","A written account of activities, conditions, occurrences, observations, or investigations at a specific time. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type. May include presentation.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000596","BA7303","A request with a brief description of the parts to be ordered, with a statement of the pertinent drawings, specifications, etc., as well as a list of drawings and documents to be provided by the manufacturer/supplier.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000597","BA7739","A specification describing scope and objectives of the project and its execution; details to be provided by Owner Operator.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000598","BA7753","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000599","BA7756","Construct is to Erect, Build, or Make (usually) on-site as a responsibility of the project team. Also see Fabricate (off-site by others). eg. Vertical storage tanks are Constructed on-site, while some accessories are Fabricated off-site and delivered for construction.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000600","BA7879","Define the material types and welding/inspection minimum  requirements for the welding activities dealing with:   - process and utility pipework.   - structural steel.   - vessels and exchangers.   - storage tanks.   - pipelines.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000601","BA7880","A document formally establishing the mandatory limits or parameters which are to be met. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000602","BA7881",,"2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000603","BA8236","A study determine needs for cranes and handling equipment access for project phase also access and cost related considerations to be made.  Including project related materials handling and bulk handling.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000604","BA8382","A document assessing sequence and method of construction of a facility to determine the best way to proceed.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000605","CB2307","To include external and internal layouts and elevations.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000606","CB3309","A consolidated list of assemblies or bulk material showing the quantity of each required to suit a purpose. Use Bill of Materials for sub assemblies and parts.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000607","CB3328","A document that describes methods of installing a piece of equipment.  Installation refers to the mounting, setting, erection, etc.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000608","CB4018","A diagram showing the main features and locations of major items. Usually has some dimensions to convey spatial relationships but is generally inadequate for construction.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000609","CB5501","Design considerations for accommodating personnel, including temporary refuges and associated facilities.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000610","CB5679","Performance requirment for architectural elements to be used for the selection criteria of generic type of materials, systems and equipment.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000611","CB7205","A request, approval or rejection of changes to a technical specification. Would typically include justification and reasons for the request, and acceptance or rejection from a purely technical perspective. Synonym: Concession, Change Request.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000612","CB7303","A request with a brief description of the parts to be ordered, with a statement of the pertinent drawings, specifications, etc., as well as a list of drawings and documents to be provided by the manufacturer/supplier.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000613","CB7753","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000614","CB7880","A document formally establishing the mandatory limits or parameters which are to be met. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000615","CB8502","Request (e.g., from a Contractor) for clarification of scope, technical details, or assumptions. Synonyms include Technical Query (TQ) and Request for Information (RFI).","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000616","CG2331","Details of foundation design for construction. Also see Foundation Loading Diagram, specifically for loads and Foundation Layout Diagram, specifically for spatial location.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000617","CG2401","A diagram showing all dimensions, length width or diameter depending on square vs round.  Shows welding detail if splices for steel piles.  Show where all reinforcing steel (rebar) or pretensioned cable configuration and tension for concrete.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000618","CG4017","An arrangement diagram in plan view depicting the location of foundation/pile supports. Also see Foundation Design Diagram, specifically for construction details and Foundation Loading Diagram, specifically for imposed loads. Also see 2358 Support Diagram. Synonym: foundation plan, piling plan.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000619","CG6968","Onshore and/or offshore investigation and survey reports and topographic data. Includes soil, rock, minerals and organic matter from soil investigations and surveys.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000620","CG7303","A request with a brief description of the parts to be ordered, with a statement of the pertinent drawings, specifications, etc., as well as a list of drawings and documents to be provided by the manufacturer/supplier.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000621","CG7753","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000622","CG7880","A document formally establishing the mandatory limits or parameters which are to be met. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000623","CG8371","A study describing the assumptions and process of selection of suitable piling hammers for pile installation.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000624","CG8372","Usually concerns data interpretation and determining design parameters for foundation design or environmental purposes. Includes soil, rock, minerals and organic matter.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000625","CG8376","Usually concerns integration of data from various sources into a comprehensive geotechnical subsurface model. May include geotechnical, geophysical and geomatics data.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000626","CG8377","Foundation selection and Design, including priorities and criteria, practical restrictions, options considered and design of selected foundations. This document also evaluate the most cost effective foundation.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000627","CG8380","A document detailing the result of a professional evaluation and/or investigation of a specific subject. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000628","CI4018","A diagram showing the main features and locations of major items. Usually has some dimensions to convey spatial relationships but is generally inadequate for construction.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000629","CI7303","A request with a brief description of the parts to be ordered, with a statement of the pertinent drawings, specifications, etc., as well as a list of drawings and documents to be provided by the manufacturer/supplier.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000630","CI7753","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000631","CS0514","A report documenting  assumptions and method determining computer structural analysis for topsides modules including piperack, flare tower, bridge for in-place loading condition.","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000632","CS0519","A report documenting  assumptions and method determining computer analysis of cyclic loads due to vibratory equipment. (e.g. module and foundations for rotating equipment).","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
